,Country,Center,Type,Region,Lat,Long,Location_des
470,Liberia,Bong Community Clinic,Clinic,Montserrado,6.291268,-10.775821,"Bong Community Clinic, Montserrado"
471,Liberia,Camp Sandee Ware clinic,Clinic,Montserrado,6.397448000000001,-10.491957000000001,"Camp Sandee Ware clinic, Montserrado"
472,Liberia,Capital Medical Clinic,Clinic,Montserrado,6.30638,-10.797312,"Capital Medical Clinic, Montserrado"
473,Liberia,E.S. Grant Mantal Hospital,Hospital,Montserrado,6.27529,-10.68934,"E.S. Grant Mantal Hospital, Montserrado"
474,Liberia,ELWA1 Hospital,Ebola Treatment Center,Montserrado,6.239380000000001,-10.69651,"ELWA1 Hospital, Montserrado"
475,Liberia,ELWA2 Hospital,Ebola Treatment Center,Montserrado,6.3279815,-10.79777,"ELWA2 Hospital, Montserrado"
476,Liberia,ELWA3 Hospital,Ebola Treatment Center,Montserrado,6.3279815,-10.79777,"ELWA3 Hospital, Montserrado"
477,Liberia,Eulysa Clinic,Clinic,Montserrado,6.31544,-10.80451,"Eulysa Clinic, Montserrado"
478,Liberia,Family Life Clinic,Clinic,Montserrado,6.3302,-10.7992,"Family Life Clinic, Montserrado"
479,Liberia,Family Medical Center,Clinic,Montserrado,6.305112,-10.7146424,"Family Medical Center, Montserrado"
480,Liberia,Few Diagnostic,Clinic,Montserrado,6.29465,-10.789019999999999,"Few Diagnostic, Montserrado"
481,Liberia,Gates of Hope,Clinic,Montserrado,6.28672,-10.6907,"Gates of Hope, Montserrado"
482,Liberia,God Will Health,Clinic,Montserrado,6.29284,-10.77195,"God Will Health, Montserrado"
483,Liberia,God Will Health,Clinic,Montserrado,6.30614,-10.79612,"God Will Health, Montserrado"
484,Liberia,Healthline Medical  Clinic,Clinic,Montserrado,6.3434099999999995,-10.7518,"Healthline Medical  Clinic, Montserrado"
485,Liberia,International poly clinic,Clinic,Montserrado,6.28941,-10.7745,"International poly clinic, Montserrado"
486,Liberia,Iron Factory Community,Clinic,Montserrado,6.33658,-10.76251,"Iron Factory Community, Montserrado"
487,Liberia,JFK Memorial Medical Centre,Hospital,Montserrado,6.3279815,-10.79777,"JFK Memorial Medical Centre, Montserrado"
488,Liberia,John F. Kennedy Medical Center,Hospital,Montserrado,6.287483,-10.773928,"John F. Kennedy Medical Center, Montserrado"
489,Liberia,Kebbeh Poly Clinic,Clinic,Montserrado,6.3178875,-10.805378300000001,"Kebbeh Poly Clinic, Montserrado"
490,Liberia,Kormassa Maternity Clinic,Clinic,Montserrado,6.30236,-10.797260000000001,"Kormassa Maternity Clinic, Montserrado"
491,Liberia,Last Hope Clinic,Clinic,Montserrado,6.3795,-10.7849,"Last Hope Clinic, Montserrado"
492,Liberia,LESH  Medical Clinic,Clinic,Montserrado,6.3667,-10.7333,"LESH  Medical Clinic, Montserrado"
493,Liberia,Liberian National Red Cross Clinic,Clinic,Montserrado,6.30881,-10.802769999999999,"Liberian National Red Cross Clinic, Montserrado"
494,Liberia,Life Care Health Center,Health Center,Montserrado,6.29332,-10.661019999999999,"Life Care Health Center, Montserrado"
495,Liberia,LNP Head Quarter Clinic,,Montserrado,6.30356,-10.795630000000001,"LNP Head Quarter Clinic, Montserrado"
496,Liberia,LNP Training Academic Clinic,Clinic,Montserrado,6.28402,-10.70089,"LNP Training Academic Clinic, Montserrado"
497,Liberia,Lofa Medical Services clinic,Clinic,Montserrado,6.305112,-10.7146424,"Lofa Medical Services clinic, Montserrado"
498,Liberia,Logan Town Community Clinic,Clinic,Montserrado,6.353159,-10.783103,"Logan Town Community Clinic, Montserrado"
499,Liberia,LPRC Community (Clinic),Clinic,Montserrado,6.32826,-10.73307,"LPRC Community (Clinic), Montserrado"
500,Liberia,Ma Tuwor,Clinic,Montserrado,6.32229,-10.728110000000001,"Ma Tuwor, Montserrado"
501,Liberia,Ma V. maternity,Clinic,Montserrado,6.290364,-10.6808596,"Ma V. maternity, Montserrado"
502,Liberia,Ma-Esther Clinic,Clinic,Montserrado,6.2724072,-10.721755,"Ma-Esther Clinic, Montserrado"
503,Liberia,MALAG Clinic,Clinic,Montserrado,6.31821,-10.80764,"MALAG Clinic, Montserrado"
504,Liberia,Marena Community Clinic,Clinic,Montserrado,6.28585,-10.76474,"Marena Community Clinic, Montserrado"
505,Liberia,Marwah Medical Center,,Montserrado,6.2671972,-10.7262008,"Marwah Medical Center, Montserrado"
506,Liberia,MASGCO Medical Center,,Montserrado,6.3110705000000005,-10.721309800000002,"MASGCO Medical Center, Montserrado"
507,Liberia,Maternal and Child Medical Clinic,Clinic,Montserrado,6.391314700000001,-10.7338196,"Maternal and Child Medical Clinic, Montserrado"
508,Liberia,Mawah Medical (Clinic),Clinic,Montserrado,6.32523,-10.80091,"Mawah Medical (Clinic), Montserrado"
509,Liberia,Medicare Clinic,Clinic,Montserrado,6.293432,-10.689021,"Medicare Clinic, Montserrado"
510,Liberia,MEDLINK  Clinic,Clinic,Montserrado,6.3156068,-10.8073698,"MEDLINK  Clinic, Montserrado"
511,Liberia,Milad,Clinic,Montserrado,6.35571,-10.7353,"Milad, Montserrado"
512,Liberia,Miracle Center of God Clinic,Clinic,Montserrado,6.2958169,-10.6820609,"Miracle Center of God Clinic, Montserrado"
513,Liberia,Modern Eye Optical Clinic,Clinic,Montserrado,6.315213900000001,-10.806306,"Modern Eye Optical Clinic, Montserrado"
514,Liberia,Monrovia Central Prison Clinic,Clinic,Montserrado,6.30849,-10.80692,"Monrovia Central Prison Clinic, Montserrado"
515,Liberia,National Police Training Academic Clinic,Clinic,Montserrado,6.283919,-10.700403,"National Police Training Academic Clinic, Montserrado"
516,Liberia,National Port Authority Clinic,Clinic,Montserrado,6.662012,-10.838944999999999,"National Port Authority Clinic, Montserrado"
517,Liberia,Neighbourhood Maternity Clinic,Clinic,Montserrado,6.298927,-10.692127000000001,"Neighbourhood Maternity Clinic, Montserrado"
518,Liberia,NUNICHAPS Barcley Mission Clinic,Clinic,Montserrado,6.306169000000001,-10.80353,"NUNICHAPS Barcley Mission Clinic, Montserrado"
519,Liberia,Old Road Community,Clinic,Montserrado,6.28383,-10.74995,"Old Road Community, Montserrado"
520,Liberia,Pacific Medical Lab. Clinic,Clinic,Montserrado,6.31775,-10.8076,"Pacific Medical Lab. Clinic, Montserrado"
521,Liberia,Pastor Fred Davis Memorial Clinic,Clinic,Montserrado,6.2716199999999995,-10.687330000000001,"Pastor Fred Davis Memorial Clinic, Montserrado"
522,Liberia,Peneta Clinic,Clinic,Montserrado,6.3099300000000005,-10.7088,"Peneta Clinic, Montserrado"
523,Liberia,Pool of Bethesda Medical Clinic,Clinic,Montserrado,6.301159999999999,-10.68026,"Pool of Bethesda Medical Clinic, Montserrado"
524,Liberia,Providence Clinic,Clinic,Montserrado,6.29277,-10.68782,"Providence Clinic, Montserrado"
525,Liberia,Red Cross,Clinic,Montserrado,6.3095099999999995,-10.80516,"Red Cross, Montserrado"
526,Liberia,Redemption Hospital,Hospital,Montserrado,6.3656,-10.7917,"Redemption Hospital, Montserrado"
527,Liberia,Rev. Browne Medical Clinic,Clinic,Montserrado,6.446914700000001,-10.6187797,"Rev. Browne Medical Clinic, Montserrado"
528,Liberia,Rev. Father James Lee Memorial Clinic,Clinic,Montserrado,6.391314700000001,-10.7338196,"Rev. Father James Lee Memorial Clinic, Montserrado"
529,Liberia,Rev. Zubah Clinic,Clinic,Montserrado,6.4195359000000005,-10.78924,"Rev. Zubah Clinic, Montserrado"
530,Liberia,Richardson- Adams Medical clinic,Clinic,Montserrado,6.3108900000000006,-10.800017,"Richardson- Adams Medical clinic, Montserrado"
531,Liberia,Sarah P. Smith Maternity,Clinic,Montserrado,6.32494,-10.72675,"Sarah P. Smith Maternity, Montserrado"
532,Liberia,SLEMP Medical Clinic,Clinic,Montserrado,6.3123,-10.6845,"SLEMP Medical Clinic, Montserrado"
533,Liberia,Slipway,Clinic,Montserrado,6.3160300000000005,-10.79861,"Slipway, Montserrado"
534,Liberia,Snapper Hill Clinic,Clinic,Montserrado,6.31963,-10.80935,"Snapper Hill Clinic, Montserrado"
535,Liberia,SOS  Hospital,Hospital,Montserrado,6.2765668329999995,-10.74908511,"SOS  Hospital, Montserrado"
536,Liberia,SOS  Sub Clinic,Clinic,Montserrado,6.29971,-10.76366,"SOS  Sub Clinic, Montserrado"
537,Liberia,St Joseph Catholic  Hospital,Hospital,Montserrado,6.2734,-10.75508,"St Joseph Catholic  Hospital, Montserrado"
538,Liberia,Super Market Community Clinic,Clinic,Montserrado,6.335319999999999,-10.79398,"Super Market Community Clinic, Montserrado"
539,Liberia,Trinity Maternity,Clinic,Montserrado,6.33634,-10.792069999999999,"Trinity Maternity, Montserrado"
540,Liberia,West Point holding unit,ETC,Montserrado,6.32445,-10.8073,"West Point holding unit, Montserrado"
541,Liberia,,,Montserrado,6.3279815,-10.79777,
542,Liberia,,,Montserrado,6.3279815,-10.79777,
543,Liberia,,,Montserrado,6.3279815,-10.79777,
544,Liberia,,,Montserrado,6.3279815,-10.79777,
545,Liberia,New Kru Town Clinic,Health Center,Montserrado,6.3511489999999995,-10.756302,"New Kru Town Clinic, Montserrado"
546,Liberia,Hydro Clinic,Clinic,Montserrado,6.2789,-10.75027,"Hydro Clinic, Montserrado"
547,Liberia,Faith Medical Laboratory,Clinic,Montserrado,6.2927599999999995,-10.69325,"Faith Medical Laboratory, Montserrado"
548,Liberia,Peace Home Medical clinic,Clinic,Montserrado,6.2966,-10.704460000000001,"Peace Home Medical clinic, Montserrado"
549,Liberia,St. Paul Evangelical Clinic,Clinic,Montserrado,6.29239,-10.69075,"St. Paul Evangelical Clinic, Montserrado"
550,Liberia,Breath of Life clinic,Clinic,Montserrado,6.29748,-10.75885,"Breath of Life clinic, Montserrado"
551,Liberia,Dagmon,Clinic,Montserrado,6.291980000000001,-10.76012,"Dagmon, Montserrado"
552,Liberia,St. Benedict Mini  Health Center,Health Center,Montserrado,6.31415,-10.69448,"St. Benedict Mini  Health Center, Montserrado"
553,Liberia,Paynesville Medical & Lab.,Clinic,Montserrado,6.28484,-10.69587,"Paynesville Medical & Lab., Montserrado"
554,Liberia,Ahmadyya,Clinic,Montserrado,6.2922400000000005,-10.784130000000001,"Ahmadyya, Montserrado"
555,Liberia,Mission of Hope Clinic,Clinic,Montserrado,6.2957388,-10.7696085,"Mission of Hope Clinic, Montserrado"
556,Liberia,St. Joseph's Catholic  Health Center,Health Center,Montserrado,6.3715,-10.7903,"St. Joseph's Catholic  Health Center, Montserrado"
557,Liberia,Ma Watta Maternity&Eye,Clinic,Montserrado,6.28125,-10.69215,"Ma Watta Maternity&Eye, Montserrado"
558,Liberia,Favor Medical Clinic,Clinic,Montserrado,6.3368549000000005,-10.739822,"Favor Medical Clinic, Montserrado"
559,Liberia,Helthon Community,Clinic,Montserrado,6.3432,-10.74442,"Helthon Community, Montserrado"
560,Liberia,Kelvin  Medical & Lab. Clinic,Clinic,Montserrado,6.345138400000001,-10.7574465,"Kelvin  Medical & Lab. Clinic, Montserrado"
561,Liberia,R H Ferguson,Health Center,Montserrado,6.3249,-10.73015,"R H Ferguson, Montserrado"
562,Liberia,Duport Road Clinic,Health Center,Montserrado,6.27537,-10.6898,"Duport Road Clinic, Montserrado"
563,Liberia,FREDAI Medical Eye,Clinic,Montserrado,6.281680000000001,-10.69231,"FREDAI Medical Eye, Montserrado"
564,Liberia,Gloring Health Clinic,Clinic,Montserrado,6.37205,-10.787289999999999,"Gloring Health Clinic, Montserrado"
565,Liberia,Markue Medical laboratory Clinic,Clinic,Montserrado,6.35,-10.7833,"Markue Medical laboratory Clinic, Montserrado"
566,Liberia,Greater Love Medical clinic,Clinic,Montserrado,6.295380000000001,-10.7784,"Greater Love Medical clinic, Montserrado"
567,Liberia,PUCC,Clinic,Montserrado,6.28506,-10.77369,"PUCC, Montserrado"
568,Liberia,SDA Cooper Memorial Hospital,Hospital,Montserrado,6.29654,-10.780569999999999,"SDA Cooper Memorial Hospital, Montserrado"
569,Liberia,Slemp Medical  Annex 2,Clinic,Montserrado,6.34932,-10.65292,"Slemp Medical  Annex 2, Montserrado"
570,Liberia,Star of the sea Health center,Health Center,Montserrado,6.3285,-10.804310000000001,"Star of the sea Health center, Montserrado"
571,Liberia,Sam Mini Clinic,Clinic,Montserrado,6.29575,-10.68655,"Sam Mini Clinic, Montserrado"
572,Liberia,Chinese Clinic,Clinic,Montserrado,6.270548000000001,-10.738085,"Chinese Clinic, Montserrado"
573,Liberia,Sets Maternity,Clinic,Montserrado,6.24989,-10.70003,"Sets Maternity, Montserrado"
574,Liberia,Agape Health Center,Clinic,Montserrado,6.27233,-10.67928,"Agape Health Center, Montserrado"
575,Liberia,Benson Hospital,Hospital,Montserrado,6.28354,-10.68962,"Benson Hospital, Montserrado"
576,Liberia,Catholic New Kru Town,Hospital,Montserrado,6.27376,-10.754719999999999,"Catholic New Kru Town, Montserrado"
577,Liberia,Dayass Mini,Clinic,Montserrado,6.28564,-10.76493,"Dayass Mini, Montserrado"
578,Liberia,Dental & Face Care,Clinic,Montserrado,6.31495,-10.807360000000001,"Dental & Face Care, Montserrado"
579,Liberia,Dr. Benjamin Harris,Clinic,Montserrado,6.3129800000000005,-10.8084,"Dr. Benjamin Harris, Montserrado"
580,Liberia,Dr. Nehme Clinic,Clinic,Montserrado,6.31415,-10.80785,"Dr. Nehme Clinic, Montserrado"
581,Liberia,Duport Road,Health Center,Montserrado,6.27607,-10.69003,"Duport Road, Montserrado"
582,Liberia,Elder John P. Dom(?),Clinic,Montserrado,6.37517,-10.79167,"Elder John P. Dom(?), Montserrado"
583,Liberia,Ger-Lib,Clinic,Montserrado,6.29783,-10.69759,"Ger-Lib, Montserrado"
584,Liberia,JAW Community,Clinic,Montserrado,6.32786,-10.74098,"JAW Community, Montserrado"
585,Liberia,JDJ Women&Children,Hospital,Montserrado,6.30302,-10.70669,"JDJ Women&Children, Montserrado"
586,Liberia,Kebeh Poly,Clinic,Montserrado,6.3198,-10.81086,"Kebeh Poly, Montserrado"
587,Liberia,Kissi Bendu,Clinic,Montserrado,6.29018,-10.68772,"Kissi Bendu, Montserrado"
588,Liberia,Liberty Clinic,Clinic,Montserrado,6.26306,-10.70422,"Liberty Clinic, Montserrado"
589,Liberia,Lofa Medical,Clinic,Montserrado,6.30501,-10.71203,"Lofa Medical, Montserrado"
590,Liberia,Louisiana,Clinic,Montserrado,6.43393,-10.70285,"Louisiana, Montserrado"
591,Liberia,Medical Laboratory,Clinic,Montserrado,6.29434,-10.78633,"Medical Laboratory, Montserrado"
592,Liberia,Medicover Clinic,Clinic,Montserrado,6.29585,-10.6809,"Medicover Clinic, Montserrado"
593,Liberia,Orphan Grain Train Medical,Clinic,Montserrado,6.30662,-10.72218,"Orphan Grain Train Medical, Montserrado"
594,Liberia,Rehab Community Clinic,Clinic,Montserrado,6.24528,-10.6757,"Rehab Community Clinic, Montserrado"
595,Liberia,Rock Hole Community,Clinic,Montserrado,6.25807,-10.68954,"Rock Hole Community, Montserrado"
596,Liberia,Seventh Day Adventist Cooper Hospital,,Montserrado,6.299077115,-10.77717431,"Seventh Day Adventist Cooper Hospital, Montserrado"
597,Liberia,Soul Clinic,,Montserrado,6.299350751,-10.6949395,"Soul Clinic, Montserrado"
598,Liberia,Stanko Medical,Clinic,Montserrado,6.3323,-10.721689999999999,"Stanko Medical, Montserrado"
599,Liberia,Trinity Healing Temple,Clinic,Montserrado,6.31596,-10.73231,"Trinity Healing Temple, Montserrado"
600,Liberia,Trinity Healing Temple,Clinic,Montserrado,6.33622,-10.18834,"Trinity Healing Temple, Montserrado"
601,Liberia,Vision for the hopelessness,Clinic,Montserrado,6.24036,-10.66812,"Vision for the hopelessness, Montserrado"
602,Liberia,Wahwahim,Clinic,Montserrado,6.33211,-10.72795,"Wahwahim, Montserrado"
603,Liberia,Whole Life Comm.,Clinic,Montserrado,6.353,-10.783439999999999,"Whole Life Comm., Montserrado"
604,Liberia,William Booth,Clinic,Montserrado,6.29533,-10.69,"William Booth, Montserrado"
605,Liberia,Wonjah Smith Memorial,Clinic,Montserrado,6.35225,-10.784180000000001,"Wonjah Smith Memorial, Montserrado"
606,Liberia,Faith Medical Laboratory II,Clinic,Montserrado,6.40331,-10.79017,"Faith Medical Laboratory II, Montserrado"
607,Liberia,Arthington Community Clinic,Clinic,Montserrado,6.5122,-10.6775,"Arthington Community Clinic, Montserrado"
608,Liberia,Blamacee Community Clinic,Clinic,Montserrado,6.4381900000000005,-10.814869999999999,"Blamacee Community Clinic, Montserrado"
609,Liberia,Imani House,Clinic,Montserrado,6.43842,-10.787889999999999,"Imani House, Montserrado"
610,Liberia,Lott Carey Mission School Clinic,Clinic,Montserrado,6.4313,-10.7881,"Lott Carey Mission School Clinic, Montserrado"
611,Liberia,Mother & Child,Clinic,Montserrado,6.3451900000000006,-10.775039999999999,"Mother & Child, Montserrado"
612,Liberia,A.F. Rusell Clinic,Clinic,Montserrado,6.423534,-10.726435,"A.F. Rusell Clinic, Montserrado"
613,Liberia,Louisiana Clinic,Clinic,Montserrado,6.4311,-10.693,"Louisiana Clinic, Montserrado"
614,Liberia,Havious-Julius Green,Health Center,Montserrado,6.43335,-10.77582,"Havious-Julius Green, Montserrado"
615,Liberia,Kpalla Clinic,Clinic,Montserrado,6.4261,-10.8117,"Kpalla Clinic, Montserrado"
616,Liberia,New Community,Clinic,Montserrado,6.39835,-10.78567,"New Community, Montserrado"
617,Liberia,P.K. Nyansaiye Medical,Clinic,Montserrado,6.28333,-10.69866,"P.K. Nyansaiye Medical, Montserrado"
618,Liberia,St. John Medical,Clinic,Montserrado,6.261480000000001,-10.696480000000001,"St. John Medical, Montserrado"
619,Liberia,St. Paul Bridge Community Clinic,Clinic,Montserrado,6.39029,-10.78261,"St. Paul Bridge Community Clinic, Montserrado"
620,Liberia,Stockton Creek Clinic,Clinic,Montserrado,6.37219,-10.77995,"Stockton Creek Clinic, Montserrado"
621,Liberia,Mariama Z. Brown Clinic,Clinic,Montserrado,6.4233,-10.7839,"Mariama Z. Brown Clinic, Montserrado"
622,Liberia,Ricks Mission School Clinic,Clinic,Montserrado,6.494,-10.8017,"Ricks Mission School Clinic, Montserrado"
623,Liberia,St. Peter Clinic,Clinic,Montserrado,6.494,-10.8017,"St. Peter Clinic, Montserrado"
624,Liberia,Banjor Comm.,Clinic,Montserrado,6.41061,-10.79693,"Banjor Comm., Montserrado"
625,Liberia,Bishop John Collins Clinic,Health Center,Montserrado,6.35786,-10.7808,"Bishop John Collins Clinic, Montserrado"
626,Liberia,R C Marshall,Clinic,Montserrado,6.41306,-10.778260000000001,"R C Marshall, Montserrado"
627,Liberia,SARCO Medical,Clinic,Montserrado,6.38472,-10.78191,"SARCO Medical, Montserrado"
628,Liberia,Goba Town Clinic,Clinic,Montserrado,6.48761,-10.44154,"Goba Town Clinic, Montserrado"
629,Liberia,Vicmah Maternity,Clinic,Montserrado,6.30807,-10.7104,"Vicmah Maternity, Montserrado"
630,Liberia,Koon Town,Clinic,Montserrado,6.602536,-10.539404,"Koon Town, Montserrado"
631,Liberia,Johnsonville,Clinic,Montserrado,6.3541,-10.68528,"Johnsonville, Montserrado"
632,Liberia,Nyehn,Health Center,Montserrado,6.547000000000001,-10.48939,"Nyehn, Montserrado"
633,Liberia,Morris Farm Clinic,Clinic,Montserrado,6.5456,-10.3837,"Morris Farm Clinic, Montserrado"
634,Liberia,Zanna Town,Clinic,Montserrado,6.71422,-10.41221,"Zanna Town, Montserrado"
635,Liberia,Bonlay,Clinic,Nimba,6.823360000000001,-8.54772,"Bonlay, Nimba"
636,Liberia,Toweh Town,Clinic,Nimba,6.7941627879999995,-8.667319238,"Toweh Town, Nimba"
637,Liberia,NEW YOURPEA,,Nimba,6.72565553,-8.486444127,"NEW YOURPEA, Nimba"
638,Liberia,Zoegeh Medical Center,Health Center,Nimba,6.95194,-8.54702,"Zoegeh Medical Center, Nimba"
639,Liberia,Diallah,Clinic,Nimba,6.47662415,-8.698507763,"Diallah, Nimba"
640,Liberia,Graie,Clinic,Nimba,6.70823,-8.77111,"Graie, Nimba"
641,Liberia,Kwendin,Clinic,Nimba,6.454647499,-8.948930267,"Kwendin, Nimba"
642,Liberia,Consolata,Clinic,Nimba,6.48795,-8.863719999999999,"Consolata, Nimba"
643,Liberia,Jackson F. Doe (Chinese) Hospital,Hospital,Nimba,6.508292542,-8.860278388,"Jackson F. Doe (Chinese) Hospital, Nimba"
644,Liberia,Mid Baptist Clinic,Clinic,Nimba,6.4948614000000005,-8.869073238,"Mid Baptist Clinic, Nimba"
645,Liberia,Zuaplay,Clinic,Nimba,6.7412399999999995,-8.87481,"Zuaplay, Nimba"
646,Liberia,Zuolay,Clinic,Nimba,6.67553,-8.787460000000001,"Zuolay, Nimba"
647,Liberia,TB & Leprosy Rehabilitation Hospital Ganta,,Nimba,7.241019643,-8.969807975,"TB & Leprosy Rehabilitation Hospital Ganta, Nimba"
648,Liberia,United Methodist Hospital Ganta,,Nimba,7.235140296,-8.977979037999999,"United Methodist Hospital Ganta, Nimba"
649,Liberia,UNMIL BANENG  Lvl 1 Hospital Ganta,,Nimba,7.214796067999999,-8.976920238,"UNMIL BANENG  Lvl 1 Hospital Ganta, Nimba"
650,Liberia,UNMIL GHANBAT Lvl 1 Hospital Ganta,,Nimba,7.230753549,-8.994728064,"UNMIL GHANBAT Lvl 1 Hospital Ganta, Nimba"
651,Liberia,Beo Yoolar,Clinic,Nimba,7.04815,-8.32137,"Beo Yoolar, Nimba"
652,Liberia,Duoplay,Clinic,Nimba,7.2869,-8.4208,"Duoplay, Nimba"
653,Liberia,Gbeivonwea,Clinic,Nimba,7.08173,-8.4168,"Gbeivonwea, Nimba"
654,Liberia,Goagortuo,Clinic,Nimba,7.41045,-8.4537,"Goagortuo, Nimba"
655,Liberia,Karnplay,Health Center,Nimba,7.26465,-8.50416,"Karnplay, Nimba"
656,Liberia,Zorgowee,Clinic,Nimba,7.34248,-8.57848,"Zorgowee, Nimba"
657,Liberia,Garplay,Clinic,Nimba,7.12257,-8.46228,"Garplay, Nimba"
658,Liberia,Vayenglay,Clinic,Nimba,7.14458,-8.56287,"Vayenglay, Nimba"
659,Liberia,Youhnlay,Clinic,Nimba,7.34093,-8.4474,"Youhnlay, Nimba"
660,Liberia,Zodru,Clinic,Nimba,6.56993,-8.57114,"Zodru, Nimba"
661,Liberia,Loguatuo,Clinic,Nimba,7.025799,-8.3658,"Loguatuo, Nimba"
662,Liberia,Cocopa,Clinic,Nimba,7.1027,-8.865160000000001,"Cocopa, Nimba"
663,Liberia,Duo Town,Clinic,Nimba,6.928375,-9.118078,"Duo Town, Nimba"
664,Liberia,Flumpa,Clinic,Nimba,7.1082399999999994,-8.911589999999999,"Flumpa, Nimba"
665,Liberia,Flumpa Mission,Clinic,Nimba,7.111560000000001,-8.92041,"Flumpa Mission, Nimba"
666,Liberia,Karnwee,Clinic,Nimba,7.02698,-8.85126,"Karnwee, Nimba"
667,Liberia,Kpaytuo,Clinic,Nimba,6.814260000000001,-8.81569,"Kpaytuo, Nimba"
668,Liberia,Saclepea Comprehensive,Health Center,Nimba,6.9755899999999995,-8.845089999999999,"Saclepea Comprehensive, Nimba"
669,Liberia,Saclepea Mission,Clinic,Nimba,6.955139999999999,-8.84182,"Saclepea Mission, Nimba"
670,Liberia,Duayee,Clinic,Nimba,6.879589999999999,-8.952960000000001,"Duayee, Nimba"
671,Liberia,Kpain,Clinic,Nimba,7.108169999999999,-9.076310000000001,"Kpain, Nimba"
672,Liberia,Bunadin,Clinic,Nimba,7.01018,-9.074110000000001,"Bunadin, Nimba"
673,Liberia,Agape,Clinic,Nimba,7.22663,-8.98617,"Agape, Nimba"
674,Liberia,Equip Ganta,Clinic,Nimba,7.226389999999999,-8.96912,"Equip Ganta, Nimba"
675,Liberia,Ganta Community Clinic,Clinic,Nimba,7.229760000000001,-9.00128,"Ganta Community Clinic, Nimba"
676,Liberia,Ganta Methodist Hospital,Hospital,Nimba,7.235110000000001,-8.9777,"Ganta Methodist Hospital, Nimba"
677,Liberia,Ganta Rehabiliation,Health Center,Nimba,7.34105,-8.96991,"Ganta Rehabiliation, Nimba"
678,Liberia,Hope Village,Clinic,Nimba,7.22635,-8.96908,"Hope Village, Nimba"
679,Liberia,K. L. Foundation,Clinic,Nimba,7.2210600000000005,-8.97925,"K. L. Foundation, Nimba"
680,Liberia,New Man,Clinic,Nimba,7.23042,-8.99311,"New Man, Nimba"
681,Liberia,Power House,Clinic,Nimba,7.2323,-8.98508,"Power House, Nimba"
682,Liberia,Ganta Hospital,,Nimba,7.2203,-8.9813,"Ganta Hospital, Nimba"
683,Liberia,YMCA Clinic,Clinic,Nimba,7.574669999999999,-8.5453,"YMCA Clinic, Nimba"
684,Liberia,Lugbehyee,Clinic,Nimba,7.60641,-8.6201,"Lugbehyee, Nimba"
685,Liberia,Liberian American (LAMCO )Yekepa Hospital,Hospital,Nimba,7.58478,-8.537930000000001,"Liberian American (LAMCO )Yekepa Hospital, Nimba"
686,Liberia,G. W. Harley Memorial Hospital,Triage,Nimba,7.35261,-8.71733,"G. W. Harley Memorial Hospital, Nimba"
687,Liberia,GW Harley,Triage,Nimba,7.35261,-8.71733,"GW Harley, Nimba"
688,Liberia,St. Mary Hospital Sanniquellie,Hospital,Nimba,7.363468813,-8.706923892,"St. Mary Hospital Sanniquellie, Nimba"
689,Liberia,Duo Tiayee,Clinic,Nimba,7.24705,-8.65889,"Duo Tiayee, Nimba"
690,Liberia,YMCA,Clinic,Nimba,7.574660000000001,-8.5443,"YMCA, Nimba"
691,Liberia,Comprehensive Health Center Saclepea,,Nimba,6.968966138,-8.844783251,"Comprehensive Health Center Saclepea, Nimba"
692,Liberia,JUNCTION,,Nimba,6.450479595,-9.013556386,"JUNCTION, Nimba"
693,Liberia,Mehnla,Clinic,Nimba,6.815810000000001,-8.97828,"Mehnla, Nimba"
694,Liberia,"Arcellor Mittal Hospital, Yekepa",Hospital,Nimba,7.584696429,-8.537762082999999,"Arcellor Mittal Hospital, Yekepa, Nimba"
695,Liberia,Zeekapa,,Nimba,6.649571195,-9.117432642999999,"Zeekapa, Nimba"
696,Liberia,Bahn,Health Center,Nimba,7.02958,-8.730210000000001,"Bahn, Nimba"
697,Liberia,Bahn Mission,Clinic,Nimba,7.02088,-8.72441,"Bahn Mission, Nimba"
698,Liberia,Beadatuo,Clinic,Nimba,6.99038,-8.59757,"Beadatuo, Nimba"
699,Liberia,Buutuo,Clinic,Nimba,6.83018,-8.34343,"Buutuo, Nimba"
700,Liberia,Gblarlay,Clinic,Nimba,6.72277,-8.4286,"Gblarlay, Nimba"
701,Liberia,Gbloulay,Clinic,Nimba,6.8944,-8.595080000000001,"Gbloulay, Nimba"
702,Liberia,Lepula,Clinic,Nimba,6.97915,-8.41772,"Lepula, Nimba"
703,Liberia,Payee Comm.,Clinic,Nimba,7.11285,-8.7349,"Payee Comm., Nimba"
704,Liberia,Wehplay,Clinic,Nimba,7.0778,-8.6281,"Wehplay, Nimba"
705,Liberia,ITI Clinic,Clinic,River Cess,5.61584,-9.32318,"ITI Clinic, River Cess"
706,Liberia,Dorbor Clinic,Clinic,River Cess,6.029636,-9.994233,"Dorbor Clinic, River Cess"
707,Liberia,Zammie,Clinic,River Cess,5.85358,-9.22857,"Zammie, River Cess"
708,Liberia,Neezuin Town,,River Cess,5.6876420020000005,-9.500306225,"Neezuin Town, River Cess"
709,Liberia,Obs-Obs Mission,Clinic,River Cess,5.52013,-9.61853,"Obs-Obs Mission, River Cess"
710,Liberia,Timbo Compound,Clinic,River Cess,5.56679,-9.71894,"Timbo Compound, River Cess"
711,Liberia,Boegeesay,Clinic,River Cess,6.15302,-9.32163,"Boegeesay, River Cess"
